,algorithm,latent_info,initial_S_key,n_samples,kl_divergence,num_edges,num_nodes,edges
0,Basic HCS,informed,none,200,0.025574981531077866,4,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('CognitiveImpair', 'AD')]"
1,Basic HCS,informed,none,400,0.12381291284372127,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD'), ('CognitiveImpair', 'Hypometabilism')]"
2,Basic HCS,informed,none,600,0.17329770982197895,4,5,"[('AD', 'Hypometabilism'), ('Hypometabilism', 'APOEAllele'), ('APOEAllele', 'ABProtein'), ('CognitiveImpair', 'AD')]"
3,Basic HCS,informed,none,800,7.364481437663411,5,5,"[('AD', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('APOEAllele', 'AD'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein')]"
4,Basic HCS,informed,none,1000,0.48849287278549486,4,5,"[('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('CognitiveImpair', 'AD')]"
5,Basic HCS,informed,none,1200,0.5212248857335566,5,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'ABProtein')]"
6,Basic HCS,informed,none,1400,0.46887271564070376,6,5,"[('AD', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'Hypometabilism')]"
7,Basic HCS,informed,none,1600,0.5010592985561825,4,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('APOEAllele', 'AD')]"
8,Basic HCS,informed,none,1800,0.5330082128288,5,5,"[('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('CognitiveImpair', 'Hypometabilism')]"
9,Basic HCS,informed,none,2000,0.5029052320995647,4,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('CognitiveImpair', 'AD')]"
10,Basic HCS,informed,none,2200,0.5237642719967334,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('APOEAllele', 'AD'), ('ABProtein', 'CognitiveImpair')]"
11,Basic HCS,informed,none,2400,0.4813239960937745,4,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('APOEAllele', 'AD'), ('ABProtein', 'Hypometabilism')]"
12,Basic HCS,informed,none,2600,0.5008405348323013,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism')]"
13,Basic HCS,informed,none,2800,0.4726458543357989,7,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD')]"
14,Basic HCS,informed,none,3000,0.5073799744486518,6,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein')]"
15,Basic HCS,informed,none,3200,0.4765936223540267,5,5,"[('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'ABProtein'), ('CognitiveImpair', 'AD')]"
16,Basic HCS,informed,none,3400,0.49054557427025014,5,5,"[('AD', 'APOEAllele'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'AD')]"
17,Basic HCS,informed,none,3600,0.4703619779060613,6,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein')]"
18,Basic HCS,informed,none,3800,0.5346870340794205,4,5,"[('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('APOEAllele', 'AD')]"
19,Basic HCS,informed,none,4000,0.5019814688893134,6,5,"[('AD', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'AD')]"
20,Basic HCS,informed,informed,200,1.801761455679373,4,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('APOEAllele', 'AD')]"
21,Basic HCS,informed,informed,400,0.021537605108430863,4,5,"[('AD', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD'), ('CognitiveImpair', 'Hypometabilism')]"
22,Basic HCS,informed,informed,600,0.430612681538196,5,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein')]"
23,Basic HCS,informed,informed,800,0.5253478696676749,5,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD')]"
24,Basic HCS,informed,informed,1000,0.46819225212867394,4,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('CognitiveImpair', 'ABProtein')]"
25,Basic HCS,informed,informed,1200,0.4435082502695065,4,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('APOEAllele', 'AD')]"
26,Basic HCS,informed,informed,1400,0.5247195030051927,4,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('APOEAllele', 'AD')]"
27,Basic HCS,informed,informed,1600,0.48414301942765126,6,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('CognitiveImpair', 'ABProtein')]"
28,Basic HCS,informed,informed,1800,0.5140731617585723,4,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD')]"
29,Basic HCS,informed,informed,2000,0.5268635567908736,5,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('ABProtein', 'CognitiveImpair')]"
30,Basic HCS,informed,informed,2200,0.4685185408368028,7,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'ABProtein')]"
31,Basic HCS,informed,informed,2400,0.4811470788580758,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'Hypometabilism')]"
32,Basic HCS,informed,informed,2600,0.44395894182068435,6,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair')]"
33,Basic HCS,informed,informed,2800,0.5102981440117406,6,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein')]"
34,Basic HCS,informed,informed,3000,0.493907118259313,7,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('ABProtein', 'Hypometabilism')]"
35,Basic HCS,informed,informed,3200,0.4838517573731658,7,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair')]"
36,Basic HCS,informed,informed,3400,0.5650882376120158,6,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD'), ('CognitiveImpair', 'Hypometabilism')]"
37,Basic HCS,informed,informed,3600,0.49734090981834317,5,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein')]"
38,Basic HCS,informed,informed,3800,0.5254418071548321,6,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('ABProtein', 'Hypometabilism')]"
39,Basic HCS,informed,informed,4000,0.5017247692724454,6,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'Hypometabilism')]"
40,Basic HCS,informed,tree,200,0.5324943262249587,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein')]"
41,Basic HCS,informed,tree,400,8.075951071925214,4,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism')]"
42,Basic HCS,informed,tree,600,0.590455447838386,5,5,"[('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('ABProtein', 'APOEAllele'), ('APOEAllele', 'AD')]"
43,Basic HCS,informed,tree,800,0.4591505740715124,4,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein')]"
44,Basic HCS,informed,tree,1000,0.4854320836159716,4,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism')]"
45,Basic HCS,informed,tree,1200,0.48623476849367536,4,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('CognitiveImpair', 'Hypometabilism'), ('Hypometabilism', 'ABProtein')]"
46,Basic HCS,informed,tree,1400,0.4598138124772569,4,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('Hypometabilism', 'ABProtein')]"
47,Basic HCS,informed,tree,1600,0.49906394309850327,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('ABProtein', 'APOEAllele')]"
48,Basic HCS,informed,tree,1800,0.4342348296934348,5,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('CognitiveImpair', 'ABProtein')]"
49,Basic HCS,informed,tree,2000,0.5569907773629067,5,5,"[('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('Hypometabilism', 'ABProtein'), ('AD', 'APOEAllele'), ('APOEAllele', 'ABProtein')]"
50,Basic HCS,informed,tree,2200,0.5468851033362034,5,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('ABProtein', 'Hypometabilism')]"
51,Basic HCS,informed,tree,2400,0.5253342973835157,6,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('ABProtein', 'CognitiveImpair'), ('CognitiveImpair', 'Hypometabilism')]"
52,Basic HCS,informed,tree,2600,0.5054255967264542,6,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair')]"
53,Basic HCS,informed,tree,2800,0.4914808235723334,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein')]"
54,Basic HCS,informed,tree,3000,0.4626556198606959,7,5,"[('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'AD'), ('CognitiveImpair', 'ABProtein'), ('APOEAllele', 'AD'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair')]"
55,Basic HCS,informed,tree,3200,0.5371784512931159,6,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('ABProtein', 'Hypometabilism')]"
56,Basic HCS,informed,tree,3400,0.4835490128836179,6,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('APOEAllele', 'Hypometabilism'), ('Hypometabilism', 'ABProtein')]"
57,Basic HCS,informed,tree,3600,0.44631032318915775,5,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('Hypometabilism', 'ABProtein')]"
58,Basic HCS,informed,tree,3800,0.48960682960248436,7,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('Hypometabilism', 'APOEAllele')]"
59,Basic HCS,informed,tree,4000,0.49397712319111386,6,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('Hypometabilism', 'ABProtein')]"
60,Basic HCS,informed,tan,200,6.545673322528185,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'AD')]"
61,Basic HCS,informed,tan,400,0.07265897351350882,4,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'AD')]"
62,Basic HCS,informed,tan,600,0.5582956156842466,4,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'CognitiveImpair')]"
63,Basic HCS,informed,tan,800,0.420947446289065,4,5,"[('AD', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'AD')]"
64,Basic HCS,informed,tan,1000,0.10585376746811893,5,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('CognitiveImpair', 'AD')]"
65,Basic HCS,informed,tan,1200,0.4938038107218482,6,5,"[('AD', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('ABProtein', 'CognitiveImpair')]"
66,Basic HCS,informed,tan,1400,0.4461127379033594,7,5,"[('AD', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('ABProtein', 'AD'), ('CognitiveImpair', 'APOEAllele')]"
